Date,Invoice_ID,Product_Category,Product_Name,Quantity,Unit_Price,Cost_Price,Discount,Payment_Method,Customer_Type,Store_Type,Revenue,Profit
2026-03-20,INV00278,Household,Detergent 2kg,3,400,300,15,Card,Member,Online,1020.0,300
2026-03-20,INV00279,Grocery,Rice 5kg,2,320,260,5,Cash,Member,Offline,608.0,120
2026-03-20,INV00280,Grocery,Oil 1L,4,150,115,15,Card,Member,Offline,510.0,140
2026-03-20,INV00281,Household,Floor Cleaner,3,250,180,10,UPI,Member,Online,675.0,210
2026-03-20,INV00282,Household,Floor Cleaner,4,250,180,10,Card,Member,Online,900.0,280
2026-03-21,INV00283,Personal Care,Shampoo,5,180,130,15,Card,Regular,Offline,765.0,250
2026-03-21,INV00284,Personal Care,Soap Pack,2,200,150,15,Card,Member,Offline,340.0,100
2026-03-21,INV00285,Household,Floor Cleaner,3,250,180,10,UPI,Member,Offline,675.0,210
2026-03-21,INV00286,Snacks,Chips Box,3,120,85,15,Card,Regular,Online,306.0,105
2026-03-21,INV00287,Personal Care,Shampoo,3,180,130,5,Cash,Member,Online,513.0,150
2026-03-21,INV00288,Snacks,Chips Box,5,120,85,10,UPI,Member,Online,540.0,175
2026-03-21,INV00289,Snacks,Chips Box,4,120,85,10,Card,Member,Online,432.0,140
2026-03-21,INV00290,Grocery,Oil 1L,5,150,115,15,Cash,Member,Online,637.5,175
2026-03-21,INV00291,Grocery,Wheat Flour 5kg,4,280,220,5,UPI,Regular,Offline,1064.0,240
2026-03-21,INV00292,Grocery,Milk 1L,5,50,35,5,Card,Regular,Online,237.5,75
2026-03-21,INV00293,Grocery,Oil 1L,3,150,115,5,Card,Member,Offline,427.5,105
2026-03-21,INV00294,Grocery,Rice 5kg,3,320,260,5,Card,Regular,Online,912.0,180
2026-03-21,INV00295,Snacks,Chips Box,2,120,85,10,Card,Regular,Offline,216.0,70
2026-03-21,INV00296,Grocery,Rice 5kg,3,320,260,15,Cash,Regular,Online,816.0,180
2026-03-21,INV00297,Personal Care,Soap Pack,5,200,150,5,Cash,Member,Online,950.0,250
2026-03-22,INV00298,Grocery,Oil 1L,3,150,115,10,Cash,Regular,Offline,405.0,105
2026-03-22,INV00299,Snacks,Chips Box,2,120,85,10,UPI,Regular,Online,216.0,70
2026-03-22,INV00300,Personal Care,Soap Pack,2,200,150,5,Card,Regular,Offline,380.0,100
2026-03-22,INV00301,Snacks,Biscuits Carton,3,300,210,10,Card,Member,Online,810.0,270
2026-03-22,INV00302,Grocery,Milk 1L,5,50,35,15,UPI,Regular,Offline,212.5,75
2026-03-22,INV00303,Grocery,Rice 5kg,3,320,260,15,UPI,Member,Online,816.0,180
2026-03-22,INV00304,Household,Floor Cleaner,4,250,180,15,Cash,Member,Online,850.0,280
2026-03-22,INV00305,Grocery,Oil 1L,2,150,115,15,Cash,Member,Online,255.0,70
2026-03-22,INV00306,Snacks,Chips Box,5,120,85,15,Card,Regular,Offline,510.0,175
2026-03-22,INV00307,Grocery,Milk 1L,4,50,35,10,Card,Regular,Online,180.0,60
2026-03-22,INV00308,Grocery,Oil 1L,2,150,115,10,Cash,Member,Offline,270.0,70
2026-03-22,INV00309,Snacks,Biscuits Carton,5,300,210,5,Cash,Member,Offline,1425.0,450
2026-03-22,INV00310,Grocery,Rice 5kg,5,320,260,15,UPI,Regular,Online,1360.0,300
2026-03-22,INV00311,Household,Detergent 2kg,5,400,300,5,Card,Member,Online,1900.0,500
2026-03-22,INV00312,Grocery,Rice 5kg,3,320,260,10,UPI,Regular,Online,864.0,180
2026-03-22,INV00313,Snacks,Biscuits Carton,3,300,210,10,UPI,Member,Offline,810.0,270
2026-03-22,INV00314,Snacks,Chips Box,4,120,85,5,UPI,Member,Offline,456.0,140
2026-03-23,INV00315,Grocery,Milk 1L,5,50,35,10,Card,Regular,Offline,225.0,75
2026-03-23,INV00316,Grocery,Wheat Flour 5kg,4,280,220,10,UPI,Member,Offline,1008.0,240
2026-03-23,INV00317,Grocery,Rice 5kg,3,320,260,5,Card,Regular,Online,912.0,180
2026-03-23,INV00318,Grocery,Milk 1L,2,50,35,10,UPI,Member,Offline,90.0,30
2026-03-23,INV00319,Grocery,Wheat Flour 5kg,4,280,220,15,Cash,Member,Offline,952.0,240
2026-03-23,INV00320,Grocery,Wheat Flour 5kg,2,280,220,15,Card,Regular,Offline,476.0,120
2026-03-23,INV00321,Grocery,Wheat Flour 5kg,4,280,220,15,UPI,Regular,Online,952.0,240
2026-03-23,INV00322,Snacks,Chips Box,2,120,85,15,Card,Member,Offline,204.0,70
2026-03-23,INV00323,Personal Care,Soap Pack,3,200,150,10,Cash,Regular,Offline,540.0,150
2026-03-23,INV00324,Personal Care,Shampoo,3,180,130,5,UPI,Member,Online,513.0,150
2026-03-23,INV00325,Personal Care,Shampoo,3,180,130,5,UPI,Regular,Offline,513.0,150
2026-03-23,INV00326,Household,Detergent 2kg,4,400,300,5,UPI,Regular,Online,1520.0,400
2026-03-24,INV00327,Grocery,Milk 1L,2,50,35,10,UPI,Regular,Offline,90.0,30
2026-03-24,INV00328,Grocery,Rice 5kg,4,320,260,10,Card,Regular,Offline,1152.0,240
2026-03-24,INV00329,Personal Care,Soap Pack,3,200,150,15,UPI,Member,Offline,510.0,150
2026-03-24,INV00330,Grocery,Wheat Flour 5kg,2,280,220,15,UPI,Member,Online,476.0,120
2026-03-24,INV00331,Grocery,Oil 1L,2,150,115,5,Card,Member,Online,285.0,70
2026-03-24,INV00332,Personal Care,Soap Pack,5,200,150,5,Card,Regular,Offline,950.0,250
2026-03-24,INV00333,Grocery,Milk 1L,2,50,35,15,UPI,Member,Offline,85.0,30
2026-03-24,INV00334,Grocery,Rice 5kg,3,320,260,15,UPI,Regular,Offline,816.0,180
2026-03-24,INV00335,Snacks,Chips Box,3,120,85,15,Cash,Regular,Offline,306.0,105
2026-03-24,INV00336,Grocery,Wheat Flour 5kg,2,280,220,10,Card,Member,Offline,504.0,120
2026-03-24,INV00337,Snacks,Chips Box,5,120,85,10,Cash,Regular,Online,540.0,175
2026-03-24,INV00338,Grocery,Wheat Flour 5kg,2,280,220,15,Cash,Regular,Online,476.0,120
2026-03-24,INV00339,Grocery,Rice 5kg,4,320,260,10,Card,Member,Online,1152.0,240
2026-03-24,INV00340,Snacks,Biscuits Carton,3,300,210,10,Cash,Member,Offline,810.0,270
2026-03-25,INV00341,Snacks,Chips Box,5,120,85,5,Cash,Regular,Offline,570.0,175
2026-03-25,INV00342,Grocery,Milk 1L,3,50,35,10,UPI,Member,Offline,135.0,45
2026-03-25,INV00343,Grocery,Rice 5kg,2,320,260,15,UPI,Regular,Online,544.0,120
2026-03-25,INV00344,Grocery,Milk 1L,4,50,35,5,Cash,Regular,Online,190.0,60
2026-03-25,INV00345,Household,Detergent 2kg,2,400,300,15,Cash,Regular,Online,680.0,200
2026-03-25,INV00346,Personal Care,Soap Pack,5,200,150,10,Cash,Member,Online,900.0,250
2026-03-25,INV00347,Grocery,Milk 1L,5,50,35,10,Cash,Regular,Offline,225.0,75
2026-03-25,INV00348,Household,Detergent 2kg,4,400,300,15,UPI,Member,Offline,1360.0,400
2026-03-25,INV00349,Grocery,Rice 5kg,3,320,260,10,Cash,Regular,Offline,864.0,180
2026-03-25,INV00350,Personal Care,Soap Pack,3,200,150,15,Card,Regular,Offline,510.0,150
2026-03-25,INV00351,Grocery,Wheat Flour 5kg,4,280,220,15,UPI,Regular,Online,952.0,240
2026-03-25,INV00352,Personal Care,Shampoo,5,180,130,10,Cash,Regular,Online,810.0,250
2026-03-26,INV00353,Grocery,Wheat Flour 5kg,5,280,220,15,Cash,Regular,Online,1190.0,300
2026-03-26,INV00354,Grocery,Oil 1L,4,150,115,5,Card,Member,Offline,570.0,140
2026-03-26,INV00355,Grocery,Milk 1L,2,50,35,10,Cash,Regular,Online,90.0,30
2026-03-26,INV00356,Grocery,Rice 5kg,5,320,260,15,UPI,Member,Online,1360.0,300
2026-03-26,INV00357,Snacks,Biscuits Carton,5,300,210,5,Cash,Member,Offline,1425.0,450
2026-03-26,INV00358,Grocery,Milk 1L,4,50,35,10,Cash,Member,Online,180.0,60
2026-03-26,INV00359,Grocery,Wheat Flour 5kg,5,280,220,15,UPI,Member,Online,1190.0,300
2026-03-26,INV00360,Grocery,Milk 1L,2,50,35,5,Card,Member,Online,95.0,30
2026-03-26,INV00361,Grocery,Milk 1L,5,50,35,5,UPI,Regular,Online,237.5,75
2026-03-26,INV00362,Personal Care,Shampoo,5,180,130,15,Card,Regular,Online,765.0,250
2026-03-26,INV00363,Snacks,Biscuits Carton,4,300,210,5,UPI,Regular,Offline,1140.0,360
2026-03-26,INV00364,Personal Care,Shampoo,5,180,130,10,Cash,Member,Online,810.0,250
2026-03-27,INV00365,Grocery,Rice 5kg,2,320,260,5,Cash,Regular,Offline,608.0,120
2026-03-27,INV00366,Personal Care,Soap Pack,2,200,150,5,UPI,Regular,Online,380.0,100
2026-03-27,INV00367,Household,Floor Cleaner,3,250,180,10,Card,Member,Offline,675.0,210
2026-03-27,INV00368,Snacks,Chips Box,3,120,85,10,Card,Member,Online,324.0,105
2026-03-27,INV00369,Grocery,Milk 1L,5,50,35,5,UPI,Member,Offline,237.5,75
2026-03-27,INV00370,Grocery,Milk 1L,3,50,35,15,Card,Member,Offline,127.5,45
2026-03-27,INV00371,Snacks,Biscuits Carton,2,300,210,5,Cash,Regular,Offline,570.0,180
2026-03-27,INV00372,Household,Floor Cleaner,5,250,180,15,Cash,Member,Offline,1062.5,350
2026-03-27,INV00373,Personal Care,Shampoo,4,180,130,10,Card,Member,Online,648.0,200
2026-03-27,INV00374,Personal Care,Soap Pack,5,200,150,15,Card,Regular,Offline,850.0,250
2026-03-27,INV00375,Personal Care,Shampoo,2,180,130,5,Card,Regular,Online,342.0,100
2026-03-27,INV00376,Personal Care,Shampoo,2,180,130,15,UPI,Regular,Online,306.0,100
2026-03-28,INV00377,Household,Detergent 2kg,3,400,300,15,UPI,Member,Online,1020.0,300
2026-03-28,INV00378,Personal Care,Shampoo,5,180,130,15,UPI,Member,Offline,765.0,250
2026-03-28,INV00379,Grocery,Milk 1L,5,50,35,15,Cash,Regular,Online,212.5,75
2026-03-28,INV00380,Grocery,Wheat Flour 5kg,3,280,220,10,Cash,Regular,Online,756.0,180
2026-03-28,INV00381,Grocery,Oil 1L,3,150,115,15,UPI,Member,Online,382.5,105
2026-03-28,INV00382,Personal Care,Soap Pack,2,200,150,5,UPI,Member,Online,380.0,100
2026-03-28,INV00383,Grocery,Wheat Flour 5kg,5,280,220,5,UPI,Member,Online,1330.0,300
2026-03-28,INV00384,Grocery,Oil 1L,4,150,115,10,Cash,Member,Offline,540.0,140
2026-03-28,INV00385,Personal Care,Shampoo,4,180,130,10,Card,Regular,Online,648.0,200
2026-03-28,INV00386,Personal Care,Soap Pack,2,200,150,15,Card,Member,Online,340.0,100
2026-03-28,INV00387,Personal Care,Soap Pack,5,200,150,5,UPI,Member,Offline,950.0,250
2026-03-28,INV00388,Grocery,Milk 1L,2,50,35,10,Card,Regular,Online,90.0,30
2026-03-28,INV00389,Snacks,Biscuits Carton,3,300,210,10,UPI,Member,Online,810.0,270
2026-03-28,INV00390,Grocery,Milk 1L,2,50,35,15,UPI,Member,Offline,85.0,30
2026-03-28,INV00391,Household,Detergent 2kg,3,400,300,5,UPI,Regular,Online,1140.0,300
2026-03-29,INV00392,Grocery,Oil 1L,2,150,115,10,Cash,Member,Online,270.0,70
2026-03-29,INV00393,Snacks,Biscuits Carton,5,300,210,10,UPI,Regular,Online,1350.0,450
2026-03-29,INV00394,Grocery,Wheat Flour 5kg,4,280,220,5,Cash,Regular,Online,1064.0,240
2026-03-29,INV00395,Snacks,Biscuits Carton,3,300,210,15,UPI,Member,Offline,765.0,270
2026-03-29,INV00396,Snacks,Biscuits Carton,4,300,210,5,UPI,Regular,Offline,1140.0,360
2026-03-29,INV00397,Snacks,Chips Box,5,120,85,5,Card,Member,Online,570.0,175
2026-03-29,INV00398,Personal Care,Soap Pack,5,200,150,10,UPI,Regular,Offline,900.0,250
2026-03-29,INV00399,Household,Detergent 2kg,2,400,300,10,Cash,Member,Online,720.0,200
2026-03-29,INV00400,Grocery,Rice 5kg,2,320,260,15,Cash,Member,Online,544.0,120
2026-03-29,INV00401,Household,Detergent 2kg,4,400,300,10,Card,Regular,Online,1440.0,400
2026-03-29,INV00402,Personal Care,Soap Pack,4,200,150,10,Cash,Regular,Online,720.0,200
2026-03-29,INV00403,Personal Care,Soap Pack,3,200,150,5,UPI,Member,Online,570.0,150
2026-03-29,INV00404,Grocery,Milk 1L,3,50,35,10,Cash,Regular,Offline,135.0,45
2026-03-29,INV00405,Household,Floor Cleaner,2,250,180,5,UPI,Member,Online,475.0,140
2026-03-29,INV00406,Grocery,Wheat Flour 5kg,4,280,220,5,UPI,Member,Offline,1064.0,240
2026-03-29,INV00407,Snacks,Biscuits Carton,2,300,210,10,Card,Regular,Online,540.0,180
2026-03-29,INV00408,Grocery,Rice 5kg,5,320,260,15,Cash,Regular,Offline,1360.0,300
2026-03-29,INV00409,Snacks,Chips Box,2,120,85,10,UPI,Member,Online,216.0,70
2026-03-30,INV00410,Grocery,Wheat Flour 5kg,3,280,220,5,Card,Regular,Online,798.0,180
2026-03-30,INV00411,Grocery,Rice 5kg,5,320,260,10,Cash,Regular,Offline,1440.0,300
2026-03-30,INV00412,Household,Detergent 2kg,4,400,300,15,Card,Member,Offline,1360.0,400
2026-03-30,INV00413,Personal Care,Soap Pack,4,200,150,15,Card,Regular,Online,680.0,200
2026-03-30,INV00414,Grocery,Rice 5kg,4,320,260,15,UPI,Member,Online,1088.0,240
2026-03-30,INV00415,Grocery,Oil 1L,5,150,115,10,UPI,Member,Online,675.0,175
2026-03-30,INV00416,Grocery,Wheat Flour 5kg,4,280,220,10,Cash,Regular,Online,1008.0,240
2026-03-30,INV00417,Snacks,Biscuits Carton,4,300,210,10,UPI,Member,Offline,1080.0,360
2026-03-30,INV00418,Household,Detergent 2kg,3,400,300,5,UPI,Member,Online,1140.0,300
2026-03-30,INV00419,Grocery,Wheat Flour 5kg,2,280,220,5,Cash,Regular,Online,532.0,120
2026-03-30,INV00420,Snacks,Chips Box,3,120,85,15,Cash,Member,Online,306.0,105
2026-03-30,INV00421,Personal Care,Soap Pack,5,200,150,15,Card,Member,Online,850.0,250
2026-03-30,INV00422,Grocery,Wheat Flour 5kg,5,280,220,10,Card,Member,Offline,1260.0,300
2026-03-30,INV00423,Grocery,Wheat Flour 5kg,2,280,220,15,Card,Member,Online,476.0,120
2026-03-30,INV00424,Grocery,Rice 5kg,3,320,260,10,Card,Member,Online,864.0,180
2026-03-31,INV00425,Household,Detergent 2kg,2,400,300,10,Card,Member,Online,720.0,200
2026-03-31,INV00426,Grocery,Rice 5kg,4,320,260,15,Cash,Regular,Offline,1088.0,240
2026-03-31,INV00427,Grocery,Milk 1L,4,50,35,5,UPI,Member,Online,190.0,60
2026-03-31,INV00428,Grocery,Oil 1L,2,150,115,15,Cash,Regular,Offline,255.0,70
2026-03-31,INV00429,Grocery,Oil 1L,2,150,115,15,UPI,Member,Offline,255.0,70
2026-03-31,INV00430,Grocery,Rice 5kg,3,320,260,15,Cash,Regular,Online,816.0,180
2026-03-31,INV00431,Grocery,Milk 1L,2,50,35,5,Cash,Member,Offline,95.0,30
2026-03-31,INV00432,Household,Floor Cleaner,3,250,180,15,Cash,Regular,Offline,637.5,210
2026-03-31,INV00433,Grocery,Oil 1L,4,150,115,10,UPI,Member,Online,540.0,140
2026-03-31,INV00434,Grocery,Wheat Flour 5kg,3,280,220,5,Cash,Regular,Online,798.0,180
2026-03-31,INV00435,Grocery,Oil 1L,4,150,115,5,Cash,Regular,Offline,570.0,140
2026-03-31,INV00436,Grocery,Wheat Flour 5kg,2,280,220,15,UPI,Member,Online,476.0,120
2026-03-31,INV00437,Personal Care,Shampoo,5,180,130,5,Cash,Regular,Online,855.0,250
2026-03-31,INV00438,Grocery,Oil 1L,5,150,115,10,Card,Member,Online,675.0,175
2026-03-31,INV00439,Snacks,Biscuits Carton,5,300,210,10,Card,Regular,Offline,1350.0,450
